frequency,raw
259.545685,1.0
261.426483,0.98
263.320862,0.97
265.229004,0.95
267.15097,0.94
269.086853,0.92
271.036774,0.91
273.000824,0.9
274.979095,0.88
276.97171,0.87
278.97876,0.8
281.000336,0.84
283.036591,0.83
285.087585,0.82
287.153442,0.8
289.234283,0.79
291.3302,0.78
293.441284,0.76
295.567688,0.75
297.709503,0.74
299.866821,0.73
302.039795,0.72
304.228485,0.7
306.433044,0.69
308.653595,0.68
310.890228,0.67
313.143066,0.66
315.412231,0.65
317.697845,0.64
320.0,0.63
322.318848,0.6
324.65451,0.6
327.00708,0.59
329.376709,0.58
331.763519,0.57
334.167603,0.56
336.589142,0.55
339.028198,0.54
341.484924,0.53
343.959473,0.52
346.451935,0.51
348.962463,0.5
351.491211,0.4
354.038239,0.4
356.60376,0.46
359.187866,0.45
361.79068,0.44
364.412354,0.43
367.05304,0.42
369.71286,0.41
372.391968,0.4
375.090454,0.39
377.808533,0.38
380.546265,0.37
383.303864,0.36
386.081451,0.35
388.87915,0.34
391.697144,0.33
394.535522,0.32
397.394501,0.31
400.27417,0.3
403.174744,0.29
406.096313,0.28
409.039062,0.27
412.003113,0.26
414.988647,0.25
417.99585,0.24
421.024811,0.23
424.075714,0.22
427.148743,0.21
430.244049,0.2
433.361786,0.19
436.502106,0.18
439.665161,0.17
442.851166,0.16
446.060242,0.15
449.292572,0.14
452.54834,0.1
455.827698,0.1
459.130798,0.1
462.457855,0.09
465.809021,0.08
469.184448,0.07
472.584381,0.06
476.008911,0.05
479.458252,0.04
482.932617,0.03
486.432159,0.02
489.957031,0.0
493.507477,-0.0
497.083618,-0.01
500.685699,-0.02
504.313873,-0.03
507.968323,-0.04
511.649292,-0.05
515.356934,-0.06
519.09137,-0.07
522.852966,-0.08
526.641724,-0.0
530.458008,-0.1
534.301941,-0.12
538.173706,-0.13
542.073547,-0.14
546.001648,-0.15
549.958191,-0.16
553.94342,-0.17
557.95752,-0.18
562.000671,-0.19
566.073181,-0.2
570.175171,-0.21
574.306885,-0.2
578.468567,-0.22
582.6604,-0.23
586.882568,-0.24
591.135376,-0.25
595.419006,-0.26
599.733643,-0.27
604.07959,-0.27
608.45697,-0.28
612.866089,-0.29
617.30719,-0.0
621.780457,-0.3
626.286133,-0.31
630.824463,-0.32
635.395691,-0.32
640.0,-0.33
644.637695,-0.33
649.309021,-0.34
654.01416,-0.35
658.753418,-0.35
663.527039,-0.36
668.335205,-0.36
673.178284,-0.37
678.056396,-0.37
682.969849,-0.38
687.918945,-0.38
692.90387,-0.3
697.924927,-0.39
702.982422,-0.39
708.076477,-0.4
713.20752,-0.4
718.375732,-0.4
723.58136,-0.4
728.824707,-0.41
734.106079,-0.41
739.42572,-0.41
744.783936,-0.41
750.180908,-0.41
755.617065,-0.41
761.092529,-0.41
766.607727,-0.4
772.162903,-0.4
777.758301,-0.4
783.394287,-0.39
789.071045,-0.38
794.789001,-0.38
800.54834,-0.37
806.349487,-0.36
812.192627,-0.3
818.078125,-0.33
824.006226,-0.32
829.977295,-0.3
835.991699,-0.29
842.049622,-0.27
848.151428,-0.25
854.297485,-0.23
860.488098,-0.21
866.723572,-0.19
873.004211,-0.16
879.330322,-0.13
885.702332,-0.11
892.120483,-0.0
898.585144,-0.04
905.09668,-0.01
911.655396,0.02
918.261597,0.06
924.91571,0.1
931.618042,0.1
938.368896,0.19
945.168762,0.24
952.017822,0.29
958.916504,0.35
965.865234,0.41
972.864319,0.47
979.914062,0.53
987.014954,0.0
994.167236,0.66
1001.371399,0.73
1008.627747,0.8
1015.936646,0.88
1023.298584,0.95
1030.713867,1.03
1038.182739,1.11
1045.705933,1.19
1053.283447,1.27
1060.916016,1.35
1068.603882,1.43
1076.347412,1.52
1084.147095,1.6
1092.003296,1.69
1099.916382,1.78
1107.886841,1.87
1115.915039,1.96
1124.001343,2.05
1132.146362,2.14
1140.350342,2.23
1148.61377,2.32
1156.937134,2.41
1165.320801,2.5
1173.765137,2.59
1182.270752,2.68
1190.838013,2.77
1199.467285,2.86
1208.15918,2.95
1216.91394,3.04
1225.732178,3.13
1234.61438,3.22
1243.560913,3.31
1252.572266,3.39
1261.648926,3.48
1270.791382,3.57
1280.0,3.65
1289.275391,3.73
1298.618042,3.82
1308.02832,3.9
1317.506836,3.98
1327.054077,4.06
